Start_Supplier_ID,Customer_ID,Origin,Strat_time,Number_of_Cities,Km_to_Travel,Planned_ETA,Route1,Route2,Route3,End_Destination
SUP4676,CUST6037,LOC653,05:14,9,253,04:09,LOC653 -> LOC420 -> LOC744 -> LOC579 -> LOC888 -> LOC749 -> LOC763 -> LOC693 -> LOC731,LOC653 -> LOC225 -> LOC677 -> LOC806 -> LOC129 -> LOC309 -> LOC596 -> LOC189 -> LOC731,LOC653 -> LOC815 -> LOC112 -> LOC330 -> LOC401 -> LOC574 -> LOC908 -> LOC955 -> LOC731,LOC731
SUP9720,CUST6780,LOC215,13:34,10,289,16:08,LOC215 -> LOC968 -> LOC405 -> LOC993 -> LOC401 -> LOC827 -> LOC592 -> LOC958 -> LOC396 -> LOC721,LOC215 -> LOC440 -> LOC710 -> LOC109 -> LOC988 -> LOC586 -> LOC996 -> LOC329 -> LOC291 -> LOC721,LOC215 -> LOC415 -> LOC353 -> LOC496 -> LOC871 -> LOC558 -> LOC790 -> LOC642 -> LOC434 -> LOC721,LOC721
SUP7690,CUST1745,LOC198,12:16,2,73,11:24,LOC198 -> LOC319,LOC198 -> LOC319,LOC198 -> LOC319,LOC319
SUP2251,CUST4200,LOC707,09:22,4,312,14:11,LOC707 -> LOC295 -> LOC101 -> LOC324,LOC707 -> LOC815 -> LOC152 -> LOC324,LOC707 -> LOC388 -> LOC886 -> LOC324,LOC324
SUP0115,CUST1437,LOC292,23:29,8,243,06:23,LOC292 -> LOC613 -> LOC762 -> LOC780 -> LOC316 -> LOC490 -> LOC481 -> LOC496,LOC292 -> LOC742 -> LOC941 -> LOC561 -> LOC777 -> LOC505 -> LOC633 -> LOC496,LOC292 -> LOC256 -> LOC768 -> LOC163 -> LOC500 -> LOC155 -> LOC880 -> LOC496,LOC496
SUP9521,CUST4956,LOC930,06:14,8,378,18:49,LOC930 -> LOC477 -> LOC666 -> LOC638 -> LOC289 -> LOC949 -> LOC527 -> LOC144,LOC930 -> LOC151 -> LOC111 -> LOC567 -> LOC609 -> LOC322 -> LOC336 -> LOC144,LOC930 -> LOC656 -> LOC756 -> LOC428 -> LOC366 -> LOC981 -> LOC140 -> LOC144,LOC144
SUP7584,CUST4211,LOC347,05:04,3,282,21:49,LOC347 -> LOC106 -> LOC172,LOC347 -> LOC289 -> LOC172,LOC347 -> LOC392 -> LOC172,LOC172
SUP7624,CUST2186,LOC365,00:19,2,387,00:54,LOC365 -> LOC188,LOC365 -> LOC188,LOC365 -> LOC188,LOC188
SUP1317,CUST5133,LOC379,01:52,9,386,22:46,LOC379 -> LOC323 -> LOC281 -> LOC842 -> LOC498 -> LOC703 -> LOC443 -> LOC911 -> LOC785,LOC379 -> LOC784 -> LOC735 -> LOC234 -> LOC751 -> LOC810 -> LOC753 -> LOC549 -> LOC785,LOC379 -> LOC128 -> LOC117 -> LOC825 -> LOC456 -> LOC293 -> LOC909 -> LOC795 -> LOC785,LOC785
SUP8109,CUST3475,LOC756,06:52,6,263,14:06,LOC756 -> LOC383 -> LOC395 -> LOC853 -> LOC542 -> LOC103,LOC756 -> LOC745 -> LOC257 -> LOC883 -> LOC668 -> LOC103,LOC756 -> LOC326 -> LOC165 -> LOC994 -> LOC276 -> LOC103,LOC103
SUP5843,CUST1330,LOC530,06:33,4,272,09:03,LOC530 -> LOC106 -> LOC118 -> LOC586,LOC530 -> LOC886 -> LOC224 -> LOC586,LOC530 -> LOC655 -> LOC523 -> LOC586,LOC586
SUP0509,CUST0221,LOC907,04:14,10,171,12:14,LOC907 -> LOC885 -> LOC346 -> LOC936 -> LOC323 -> LOC927 -> LOC951 -> LOC319 -> LOC114 -> LOC383,LOC907 -> LOC703 -> LOC818 -> LOC863 -> LOC324 -> LOC741 -> LOC478 -> LOC392 -> LOC839 -> LOC383,LOC907 -> LOC491 -> LOC358 -> LOC942 -> LOC827 -> LOC614 -> LOC932 -> LOC559 -> LOC159 -> LOC383,LOC383
SUP8354,CUST6801,LOC392,10:56,9,181,01:53,LOC392 -> LOC782 -> LOC769 -> LOC298 -> LOC824 -> LOC538 -> LOC422 -> LOC828 -> LOC421,LOC392 -> LOC422 -> LOC529 -> LOC310 -> LOC109 -> LOC630 -> LOC818 -> LOC536 -> LOC421,LOC392 -> LOC807 -> LOC276 -> LOC276 -> LOC375 -> LOC507 -> LOC925 -> LOC321 -> LOC421,LOC421
SUP3286,CUST3558,LOC992,17:56,5,102,08:04,LOC992 -> LOC842 -> LOC351 -> LOC761 -> LOC384,LOC992 -> LOC954 -> LOC335 -> LOC874 -> LOC384,LOC992 -> LOC402 -> LOC406 -> LOC117 -> LOC384,LOC384
SUP5081,CUST4183,LOC885,10:22,3,377,16:36,LOC885 -> LOC596 -> LOC180,LOC885 -> LOC274 -> LOC180,LOC885 -> LOC163 -> LOC180,LOC180
SUP2645,CUST3264,LOC843,09:42,3,108,10:13,LOC843 -> LOC722 -> LOC363,LOC843 -> LOC187 -> LOC363,LOC843 -> LOC944 -> LOC363,LOC363
SUP6171,CUST5908,LOC164,18:33,10,216,03:33,LOC164 -> LOC670 -> LOC857 -> LOC105 -> LOC603 -> LOC209 -> LOC737 -> LOC265 -> LOC575 -> LOC180,LOC164 -> LOC443 -> LOC412 -> LOC126 -> LOC841 -> LOC466 -> LOC634 -> LOC228 -> LOC901 -> LOC180,LOC164 -> LOC220 -> LOC867 -> LOC417 -> LOC675 -> LOC753 -> LOC648 -> LOC529 -> LOC156 -> LOC180,LOC180
SUP4079,CUST8940,LOC953,14:19,5,167,05:25,LOC953 -> LOC250 -> LOC478 -> LOC684 -> LOC915,LOC953 -> LOC342 -> LOC596 -> LOC791 -> LOC915,LOC953 -> LOC551 -> LOC383 -> LOC983 -> LOC915,LOC915
SUP0545,CUST3648,LOC121,13:19,7,487,22:10,LOC121 -> LOC754 -> LOC597 -> LOC329 -> LOC894 -> LOC793 -> LOC620,LOC121 -> LOC918 -> LOC861 -> LOC878 -> LOC575 -> LOC851 -> LOC620,LOC121 -> LOC790 -> LOC845 -> LOC279 -> LOC422 -> LOC956 -> LOC620,LOC620
SUP0728,CUST5046,LOC894,11:03,7,403,11:52,LOC894 -> LOC843 -> LOC643 -> LOC772 -> LOC140 -> LOC240 -> LOC367,LOC894 -> LOC498 -> LOC347 -> LOC828 -> LOC616 -> LOC447 -> LOC367,LOC894 -> LOC259 -> LOC868 -> LOC729 -> LOC955 -> LOC337 -> LOC367,LOC367
SUP8879,CUST2809,LOC590,04:14,5,102,14:42,LOC590 -> LOC377 -> LOC452 -> LOC556 -> LOC761,LOC590 -> LOC943 -> LOC997 -> LOC862 -> LOC761,LOC590 -> LOC509 -> LOC435 -> LOC823 -> LOC761,LOC761
SUP0916,CUST2869,LOC145,05:53,2,413,06:33,LOC145 -> LOC509,LOC145 -> LOC509,LOC145 -> LOC509,LOC509
SUP1667,CUST7835,LOC691,03:13,3,383,07:55,LOC691 -> LOC622 -> LOC789,LOC691 -> LOC729 -> LOC789,LOC691 -> LOC901 -> LOC789,LOC789
SUP1872,CUST2658,LOC197,09:47,10,437,01:49,LOC197 -> LOC657 -> LOC120 -> LOC843 -> LOC171 -> LOC804 -> LOC309 -> LOC971 -> LOC123 -> LOC816,LOC197 -> LOC651 -> LOC877 -> LOC136 -> LOC144 -> LOC754 -> LOC132 -> LOC491 -> LOC959 -> LOC816,LOC197 -> LOC213 -> LOC276 -> LOC701 -> LOC947 -> LOC491 -> LOC556 -> LOC524 -> LOC311 -> LOC816,LOC816
SUP7361,CUST9053,LOC289,09:10,2,259,01:10,LOC289 -> LOC659,LOC289 -> LOC659,LOC289 -> LOC659,LOC659
SUP7972,CUST9868,LOC330,17:25,4,174,21:55,LOC330 -> LOC832 -> LOC719 -> LOC339,LOC330 -> LOC153 -> LOC277 -> LOC339,LOC330 -> LOC823 -> LOC350 -> LOC339,LOC339
SUP2482,CUST0212,LOC946,13:15,7,332,06:04,LOC946 -> LOC902 -> LOC995 -> LOC703 -> LOC115 -> LOC225 -> LOC680,LOC946 -> LOC206 -> LOC649 -> LOC458 -> LOC320 -> LOC581 -> LOC680,LOC946 -> LOC296 -> LOC472 -> LOC584 -> LOC896 -> LOC737 -> LOC680,LOC680
SUP8849,CUST1237,LOC457,04:05,9,243,10:10,LOC457 -> LOC783 -> LOC972 -> LOC780 -> LOC997 -> LOC464 -> LOC996 -> LOC452 -> LOC115,LOC457 -> LOC991 -> LOC831 -> LOC988 -> LOC861 -> LOC751 -> LOC845 -> LOC118 -> LOC115,LOC457 -> LOC364 -> LOC219 -> LOC536 -> LOC472 -> LOC276 -> LOC896 -> LOC234 -> LOC115,LOC115
SUP2291,CUST4958,LOC105,07:52,2,335,09:58,LOC105 -> LOC916,LOC105 -> LOC916,LOC105 -> LOC916,LOC916
SUP4982,CUST0850,LOC428,18:20,3,90,22:01,LOC428 -> LOC707 -> LOC996,LOC428 -> LOC949 -> LOC996,LOC428 -> LOC613 -> LOC996,LOC996
SUP2018,CUST4716,LOC725,20:05,6,471,03:58,LOC725 -> LOC803 -> LOC416 -> LOC524 -> LOC928 -> LOC234,LOC725 -> LOC445 -> LOC774 -> LOC680 -> LOC701 -> LOC234,LOC725 -> LOC481 -> LOC442 -> LOC231 -> LOC534 -> LOC234,LOC234
SUP3488,CUST4253,LOC582,22:55,7,445,20:24,LOC582 -> LOC784 -> LOC413 -> LOC579 -> LOC805 -> LOC564 -> LOC140,LOC582 -> LOC389 -> LOC261 -> LOC354 -> LOC159 -> LOC274 -> LOC140,LOC582 -> LOC409 -> LOC721 -> LOC389 -> LOC199 -> LOC248 -> LOC140,LOC140
SUP7633,CUST6171,LOC294,08:42,7,399,14:53,LOC294 -> LOC811 -> LOC750 -> LOC585 -> LOC655 -> LOC127 -> LOC815,LOC294 -> LOC397 -> LOC737 -> LOC839 -> LOC694 -> LOC149 -> LOC815,LOC294 -> LOC222 -> LOC910 -> LOC238 -> LOC118 -> LOC818 -> LOC815,LOC815
SUP0065,CUST7323,LOC938,21:07,8,208,14:10,LOC938 -> LOC692 -> LOC667 -> LOC815 -> LOC253 -> LOC185 -> LOC945 -> LOC568,LOC938 -> LOC542 -> LOC790 -> LOC473 -> LOC527 -> LOC222 -> LOC122 -> LOC568,LOC938 -> LOC356 -> LOC113 -> LOC904 -> LOC572 -> LOC966 -> LOC408 -> LOC568,LOC568
SUP8280,CUST1814,LOC608,04:50,5,227,15:38,LOC608 -> LOC689 -> LOC949 -> LOC123 -> LOC966,LOC608 -> LOC132 -> LOC209 -> LOC663 -> LOC966,LOC608 -> LOC418 -> LOC844 -> LOC656 -> LOC966,LOC966
SUP3170,CUST8068,LOC468,15:19,8,341,13:09,LOC468 -> LOC446 -> LOC506 -> LOC316 -> LOC513 -> LOC526 -> LOC999 -> LOC826,LOC468 -> LOC862 -> LOC529 -> LOC253 -> LOC500 -> LOC954 -> LOC527 -> LOC826,LOC468 -> LOC328 -> LOC363 -> LOC666 -> LOC977 -> LOC443 -> LOC219 -> LOC826,LOC826
SUP6778,CUST0945,LOC893,15:10,10,310,20:11,LOC893 -> LOC866 -> LOC179 -> LOC741 -> LOC588 -> LOC726 -> LOC917 -> LOC960 -> LOC505 -> LOC668,LOC893 -> LOC160 -> LOC983 -> LOC250 -> LOC868 -> LOC659 -> LOC262 -> LOC626 -> LOC447 -> LOC668,LOC893 -> LOC954 -> LOC568 -> LOC877 -> LOC717 -> LOC933 -> LOC114 -> LOC446 -> LOC430 -> LOC668,LOC668
SUP0456,CUST0415,LOC934,20:28,10,413,15:22,LOC934 -> LOC422 -> LOC330 -> LOC919 -> LOC713 -> LOC619 -> LOC335 -> LOC503 -> LOC166 -> LOC977,LOC934 -> LOC557 -> LOC785 -> LOC867 -> LOC125 -> LOC106 -> LOC996 -> LOC366 -> LOC831 -> LOC977,LOC934 -> LOC112 -> LOC235 -> LOC895 -> LOC263 -> LOC260 -> LOC595 -> LOC761 -> LOC914 -> LOC977,LOC977
SUP0441,CUST7203,LOC516,19:58,7,349,20:08,LOC516 -> LOC258 -> LOC626 -> LOC932 -> LOC730 -> LOC385 -> LOC959,LOC516 -> LOC687 -> LOC881 -> LOC699 -> LOC977 -> LOC979 -> LOC959,LOC516 -> LOC918 -> LOC595 -> LOC472 -> LOC859 -> LOC744 -> LOC959,LOC959
SUP7891,CUST6152,LOC391,03:47,3,60,21:26,LOC391 -> LOC451 -> LOC267,LOC391 -> LOC986 -> LOC267,LOC391 -> LOC966 -> LOC267,LOC267
SUP3627,CUST0254,LOC204,16:16,2,138,05:49,LOC204 -> LOC331,LOC204 -> LOC331,LOC204 -> LOC331,LOC331
SUP2883,CUST5229,LOC162,15:17,6,105,03:51,LOC162 -> LOC960 -> LOC648 -> LOC907 -> LOC825 -> LOC972,LOC162 -> LOC829 -> LOC582 -> LOC237 -> LOC480 -> LOC972,LOC162 -> LOC565 -> LOC574 -> LOC798 -> LOC478 -> LOC972,LOC972
SUP1693,CUST2933,LOC634,22:24,5,494,14:10,LOC634 -> LOC309 -> LOC509 -> LOC319 -> LOC852,LOC634 -> LOC936 -> LOC557 -> LOC336 -> LOC852,LOC634 -> LOC138 -> LOC440 -> LOC226 -> LOC852,LOC852
SUP7207,CUST4926,LOC210,16:44,5,267,07:45,LOC210 -> LOC915 -> LOC692 -> LOC354 -> LOC969,LOC210 -> LOC783 -> LOC224 -> LOC417 -> LOC969,LOC210 -> LOC368 -> LOC139 -> LOC422 -> LOC969,LOC969
SUP1851,CUST2548,LOC834,18:31,9,61,06:17,LOC834 -> LOC271 -> LOC493 -> LOC157 -> LOC981 -> LOC998 -> LOC832 -> LOC236 -> LOC708,LOC834 -> LOC187 -> LOC417 -> LOC686 -> LOC663 -> LOC579 -> LOC697 -> LOC408 -> LOC708,LOC834 -> LOC883 -> LOC450 -> LOC475 -> LOC573 -> LOC342 -> LOC688 -> LOC647 -> LOC708,LOC708
SUP9138,CUST1716,LOC592,07:32,4,103,02:59,LOC592 -> LOC919 -> LOC918 -> LOC177,LOC592 -> LOC648 -> LOC121 -> LOC177,LOC592 -> LOC379 -> LOC276 -> LOC177,LOC177
SUP2544,CUST6174,LOC117,22:32,6,154,13:46,LOC117 -> LOC899 -> LOC655 -> LOC769 -> LOC849 -> LOC674,LOC117 -> LOC161 -> LOC764 -> LOC474 -> LOC738 -> LOC674,LOC117 -> LOC466 -> LOC457 -> LOC518 -> LOC542 -> LOC674,LOC674
SUP1282,CUST6254,LOC860,02:22,5,176,23:01,LOC860 -> LOC925 -> LOC633 -> LOC297 -> LOC355,LOC860 -> LOC329 -> LOC634 -> LOC348 -> LOC355,LOC860 -> LOC578 -> LOC485 -> LOC548 -> LOC355,LOC355
SUP2585,CUST3755,LOC118,22:46,6,59,00:48,LOC118 -> LOC975 -> LOC842 -> LOC643 -> LOC112 -> LOC107,LOC118 -> LOC717 -> LOC741 -> LOC690 -> LOC445 -> LOC107,LOC118 -> LOC546 -> LOC337 -> LOC283 -> LOC977 -> LOC107,LOC107
SUP2734,CUST7094,LOC441,16:55,4,358,14:13,LOC441 -> LOC292 -> LOC171 -> LOC780,LOC441 -> LOC723 -> LOC957 -> LOC780,LOC441 -> LOC714 -> LOC345 -> LOC780,LOC780
SUP8010,CUST1275,LOC531,10:31,10,167,01:06,LOC531 -> LOC667 -> LOC858 -> LOC235 -> LOC127 -> LOC391 -> LOC181 -> LOC573 -> LOC103 -> LOC437,LOC531 -> LOC579 -> LOC250 -> LOC622 -> LOC266 -> LOC915 -> LOC327 -> LOC269 -> LOC529 -> LOC437,LOC531 -> LOC768 -> LOC330 -> LOC130 -> LOC483 -> LOC297 -> LOC266 -> LOC433 -> LOC910 -> LOC437,LOC437
SUP6988,CUST9248,LOC701,20:56,9,344,14:13,LOC701 -> LOC723 -> LOC683 -> LOC551 -> LOC543 -> LOC200 -> LOC160 -> LOC887 -> LOC166,LOC701 -> LOC695 -> LOC800 -> LOC743 -> LOC177 -> LOC120 -> LOC953 -> LOC619 -> LOC166,LOC701 -> LOC719 -> LOC452 -> LOC547 -> LOC226 -> LOC157 -> LOC958 -> LOC839 -> LOC166,LOC166
SUP9140,CUST1042,LOC697,09:47,4,311,23:06,LOC697 -> LOC873 -> LOC753 -> LOC125,LOC697 -> LOC378 -> LOC427 -> LOC125,LOC697 -> LOC350 -> LOC482 -> LOC125,LOC125
SUP9686,CUST9880,LOC190,19:57,2,79,11:27,LOC190 -> LOC183,LOC190 -> LOC183,LOC190 -> LOC183,LOC183
SUP9715,CUST2644,LOC231,18:09,9,396,00:02,LOC231 -> LOC113 -> LOC447 -> LOC847 -> LOC665 -> LOC244 -> LOC659 -> LOC675 -> LOC795,LOC231 -> LOC694 -> LOC757 -> LOC965 -> LOC664 -> LOC406 -> LOC999 -> LOC721 -> LOC795,LOC231 -> LOC410 -> LOC676 -> LOC413 -> LOC615 -> LOC669 -> LOC295 -> LOC714 -> LOC795,LOC795
SUP5032,CUST8067,LOC881,06:41,3,287,23:41,LOC881 -> LOC275 -> LOC256,LOC881 -> LOC161 -> LOC256,LOC881 -> LOC304 -> LOC256,LOC256
SUP9798,CUST6206,LOC447,02:18,2,470,13:49,LOC447 -> LOC109,LOC447 -> LOC109,LOC447 -> LOC109,LOC109
SUP7838,CUST5198,LOC300,18:32,5,437,22:57,LOC300 -> LOC376 -> LOC852 -> LOC414 -> LOC889,LOC300 -> LOC794 -> LOC968 -> LOC659 -> LOC889,LOC300 -> LOC987 -> LOC160 -> LOC135 -> LOC889,LOC889
SUP1444,CUST4964,LOC203,14:02,3,330,06:00,LOC203 -> LOC826 -> LOC648,LOC203 -> LOC355 -> LOC648,LOC203 -> LOC460 -> LOC648,LOC648
SUP0061,CUST7448,LOC625,11:44,9,397,15:52,LOC625 -> LOC199 -> LOC219 -> LOC858 -> LOC929 -> LOC648 -> LOC131 -> LOC664 -> LOC322,LOC625 -> LOC145 -> LOC748 -> LOC649 -> LOC434 -> LOC297 -> LOC804 -> LOC165 -> LOC322,LOC625 -> LOC566 -> LOC431 -> LOC382 -> LOC762 -> LOC825 -> LOC564 -> LOC384 -> LOC322,LOC322
SUP3774,CUST1185,LOC700,14:37,4,438,11:06,LOC700 -> LOC877 -> LOC856 -> LOC637,LOC700 -> LOC142 -> LOC632 -> LOC637,LOC700 -> LOC974 -> LOC817 -> LOC637,LOC637
SUP8166,CUST6427,LOC572,12:01,6,124,15:07,LOC572 -> LOC846 -> LOC419 -> LOC975 -> LOC699 -> LOC683,LOC572 -> LOC581 -> LOC768 -> LOC466 -> LOC696 -> LOC683,LOC572 -> LOC759 -> LOC836 -> LOC911 -> LOC957 -> LOC683,LOC683
SUP0702,CUST4857,LOC502,02:37,8,222,07:59,LOC502 -> LOC649 -> LOC598 -> LOC293 -> LOC835 -> LOC462 -> LOC212 -> LOC914,LOC502 -> LOC555 -> LOC820 -> LOC442 -> LOC275 -> LOC971 -> LOC289 -> LOC914,LOC502 -> LOC959 -> LOC586 -> LOC415 -> LOC580 -> LOC675 -> LOC632 -> LOC914,LOC914
SUP6860,CUST9898,LOC772,09:24,3,244,18:06,LOC772 -> LOC530 -> LOC513,LOC772 -> LOC174 -> LOC513,LOC772 -> LOC809 -> LOC513,LOC513
SUP3707,CUST2850,LOC319,05:28,10,461,21:51,LOC319 -> LOC139 -> LOC793 -> LOC105 -> LOC264 -> LOC625 -> LOC976 -> LOC577 -> LOC674 -> LOC643,LOC319 -> LOC247 -> LOC869 -> LOC610 -> LOC786 -> LOC406 -> LOC616 -> LOC892 -> LOC991 -> LOC643,LOC319 -> LOC862 -> LOC832 -> LOC674 -> LOC875 -> LOC947 -> LOC237 -> LOC256 -> LOC195 -> LOC643,LOC643
SUP8951,CUST1184,LOC284,06:35,7,282,09:46,LOC284 -> LOC167 -> LOC746 -> LOC917 -> LOC875 -> LOC909 -> LOC672,LOC284 -> LOC118 -> LOC521 -> LOC164 -> LOC605 -> LOC996 -> LOC672,LOC284 -> LOC487 -> LOC517 -> LOC376 -> LOC701 -> LOC529 -> LOC672,LOC672
SUP6689,CUST2799,LOC721,07:46,5,465,15:46,LOC721 -> LOC321 -> LOC298 -> LOC933 -> LOC278,LOC721 -> LOC265 -> LOC592 -> LOC636 -> LOC278,LOC721 -> LOC158 -> LOC702 -> LOC662 -> LOC278,LOC278
SUP4856,CUST7669,LOC355,15:05,6,168,12:43,LOC355 -> LOC152 -> LOC824 -> LOC659 -> LOC558 -> LOC750,LOC355 -> LOC700 -> LOC310 -> LOC677 -> LOC249 -> LOC750,LOC355 -> LOC266 -> LOC718 -> LOC524 -> LOC747 -> LOC750,LOC750
SUP7581,CUST3673,LOC534,16:42,7,465,23:59,LOC534 -> LOC888 -> LOC126 -> LOC609 -> LOC326 -> LOC344 -> LOC534,LOC534 -> LOC912 -> LOC443 -> LOC605 -> LOC139 -> LOC667 -> LOC534,LOC534 -> LOC370 -> LOC954 -> LOC294 -> LOC450 -> LOC773 -> LOC534,LOC534
SUP3986,CUST3065,LOC609,10:18,9,197,17:07,LOC609 -> LOC630 -> LOC351 -> LOC361 -> LOC282 -> LOC124 -> LOC871 -> LOC886 -> LOC917,LOC609 -> LOC596 -> LOC846 -> LOC969 -> LOC797 -> LOC884 -> LOC812 -> LOC690 -> LOC917,LOC609 -> LOC893 -> LOC584 -> LOC844 -> LOC589 -> LOC928 -> LOC774 -> LOC853 -> LOC917,LOC917
SUP8294,CUST0262,LOC461,17:02,5,446,18:38,LOC461 -> LOC646 -> LOC382 -> LOC615 -> LOC225,LOC461 -> LOC142 -> LOC942 -> LOC345 -> LOC225,LOC461 -> LOC106 -> LOC616 -> LOC573 -> LOC225,LOC225
SUP8818,CUST5203,LOC767,00:17,5,213,06:17,LOC767 -> LOC299 -> LOC888 -> LOC315 -> LOC882,LOC767 -> LOC682 -> LOC952 -> LOC874 -> LOC882,LOC767 -> LOC320 -> LOC644 -> LOC744 -> LOC882,LOC882
SUP9665,CUST1518,LOC984,03:38,4,89,23:22,LOC984 -> LOC478 -> LOC327 -> LOC428,LOC984 -> LOC667 -> LOC164 -> LOC428,LOC984 -> LOC788 -> LOC590 -> LOC428,LOC428
SUP0236,CUST9080,LOC706,16:17,6,409,03:41,LOC706 -> LOC849 -> LOC136 -> LOC881 -> LOC603 -> LOC414,LOC706 -> LOC557 -> LOC273 -> LOC873 -> LOC325 -> LOC414,LOC706 -> LOC785 -> LOC876 -> LOC958 -> LOC796 -> LOC414,LOC414
SUP8806,CUST5461,LOC411,04:54,5,476,04:55,LOC411 -> LOC495 -> LOC724 -> LOC501 -> LOC873,LOC411 -> LOC357 -> LOC205 -> LOC396 -> LOC873,LOC411 -> LOC431 -> LOC146 -> LOC790 -> LOC873,LOC873
SUP8005,CUST2711,LOC524,07:58,6,337,06:09,LOC524 -> LOC344 -> LOC252 -> LOC755 -> LOC543 -> LOC774,LOC524 -> LOC416 -> LOC998 -> LOC133 -> LOC294 -> LOC774,LOC524 -> LOC542 -> LOC158 -> LOC158 -> LOC460 -> LOC774,LOC774
SUP0914,CUST1245,LOC438,10:05,10,283,12:25,LOC438 -> LOC766 -> LOC658 -> LOC119 -> LOC566 -> LOC632 -> LOC521 -> LOC266 -> LOC387 -> LOC447,LOC438 -> LOC141 -> LOC908 -> LOC789 -> LOC166 -> LOC424 -> LOC764 -> LOC771 -> LOC112 -> LOC447,LOC438 -> LOC621 -> LOC845 -> LOC637 -> LOC374 -> LOC842 -> LOC626 -> LOC142 -> LOC923 -> LOC447,LOC447
SUP7003,CUST5666,LOC276,05:01,7,378,10:43,LOC276 -> LOC462 -> LOC958 -> LOC334 -> LOC501 -> LOC164 -> LOC116,LOC276 -> LOC131 -> LOC845 -> LOC908 -> LOC499 -> LOC547 -> LOC116,LOC276 -> LOC595 -> LOC295 -> LOC443 -> LOC702 -> LOC950 -> LOC116,LOC116
SUP3206,CUST3117,LOC207,18:03,8,329,11:48,LOC207 -> LOC272 -> LOC984 -> LOC738 -> LOC244 -> LOC437 -> LOC958 -> LOC362,LOC207 -> LOC978 -> LOC147 -> LOC686 -> LOC349 -> LOC526 -> LOC174 -> LOC362,LOC207 -> LOC719 -> LOC355 -> LOC639 -> LOC663 -> LOC921 -> LOC989 -> LOC362,LOC362
SUP1633,CUST7600,LOC583,02:46,7,257,16:40,LOC583 -> LOC367 -> LOC148 -> LOC569 -> LOC992 -> LOC446 -> LOC864,LOC583 -> LOC296 -> LOC697 -> LOC634 -> LOC242 -> LOC315 -> LOC864,LOC583 -> LOC899 -> LOC534 -> LOC542 -> LOC678 -> LOC111 -> LOC864,LOC864
SUP0402,CUST5570,LOC501,13:22,8,102,06:56,LOC501 -> LOC675 -> LOC326 -> LOC589 -> LOC752 -> LOC847 -> LOC426 -> LOC199,LOC501 -> LOC738 -> LOC440 -> LOC120 -> LOC630 -> LOC442 -> LOC455 -> LOC199,LOC501 -> LOC889 -> LOC616 -> LOC120 -> LOC585 -> LOC396 -> LOC323 -> LOC199,LOC199
SUP2756,CUST4187,LOC439,01:16,8,140,11:39,LOC439 -> LOC884 -> LOC288 -> LOC918 -> LOC918 -> LOC543 -> LOC831 -> LOC682,LOC439 -> LOC676 -> LOC238 -> LOC796 -> LOC685 -> LOC987 -> LOC703 -> LOC682,LOC439 -> LOC438 -> LOC848 -> LOC667 -> LOC567 -> LOC894 -> LOC469 -> LOC682,LOC682
SUP7031,CUST5095,LOC922,07:41,8,437,11:34,LOC922 -> LOC567 -> LOC435 -> LOC605 -> LOC934 -> LOC538 -> LOC491 -> LOC310,LOC922 -> LOC569 -> LOC485 -> LOC207 -> LOC397 -> LOC969 -> LOC460 -> LOC310,LOC922 -> LOC957 -> LOC866 -> LOC262 -> LOC328 -> LOC187 -> LOC930 -> LOC310,LOC310
SUP0270,CUST4911,LOC968,21:33,5,409,09:12,LOC968 -> LOC820 -> LOC604 -> LOC840 -> LOC126,LOC968 -> LOC461 -> LOC370 -> LOC594 -> LOC126,LOC968 -> LOC976 -> LOC950 -> LOC149 -> LOC126,LOC126
SUP2377,CUST8080,LOC180,11:11,10,223,05:38,LOC180 -> LOC372 -> LOC856 -> LOC335 -> LOC464 -> LOC889 -> LOC841 -> LOC794 -> LOC529 -> LOC178,LOC180 -> LOC706 -> LOC122 -> LOC458 -> LOC274 -> LOC863 -> LOC913 -> LOC946 -> LOC164 -> LOC178,LOC180 -> LOC375 -> LOC971 -> LOC976 -> LOC212 -> LOC337 -> LOC969 -> LOC459 -> LOC712 -> LOC178,LOC178
SUP1082,CUST2421,LOC427,22:31,4,483,00:08,LOC427 -> LOC870 -> LOC340 -> LOC322,LOC427 -> LOC510 -> LOC322 -> LOC322,LOC427 -> LOC651 -> LOC163 -> LOC322,LOC322
SUP9647,CUST7877,LOC690,06:01,9,139,11:12,LOC690 -> LOC902 -> LOC701 -> LOC336 -> LOC572 -> LOC416 -> LOC157 -> LOC993 -> LOC306,LOC690 -> LOC348 -> LOC687 -> LOC155 -> LOC478 -> LOC216 -> LOC444 -> LOC925 -> LOC306,LOC690 -> LOC523 -> LOC129 -> LOC844 -> LOC367 -> LOC652 -> LOC981 -> LOC207 -> LOC306,LOC306
SUP3320,CUST3153,LOC110,23:13,4,323,17:49,LOC110 -> LOC983 -> LOC631 -> LOC389,LOC110 -> LOC818 -> LOC273 -> LOC389,LOC110 -> LOC848 -> LOC485 -> LOC389,LOC389
SUP4137,CUST0456,LOC508,22:59,7,360,15:14,LOC508 -> LOC653 -> LOC901 -> LOC671 -> LOC360 -> LOC967 -> LOC466,LOC508 -> LOC658 -> LOC329 -> LOC815 -> LOC759 -> LOC346 -> LOC466,LOC508 -> LOC707 -> LOC743 -> LOC980 -> LOC755 -> LOC334 -> LOC466,LOC466
